sindex,field,ccd,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,diffimgstatus,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,baseline,flux_corr,ref_flux,flux_total,mag,mag_unc
0,417,14,1,ZTF_r,445235265215,0,2.4727,165.885,10.4726,25.2715,2.30983e-05,0.0410942,0.0880811,3.2934e-05,490,30.0,0.046644,0.046973,18.7379,25.2715,1,2458199.7352662,417120252,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458165.895613,2458450.02287,"57,61",-99999.0,0.0,0.0,0.0,,
1,417,14,1,ZTF_r,445256755215,0,2.1821,94.4767,11.154,24.6352,3.81425e-05,0.0453454,0.0929243,5.90475e-05,367,30.0,0.044232,0.047103,18.1423,24.6352,1,2458199.7567593,417120252,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458165.895613,2458450.02287,"57,61",-99999.0,0.0,0.0,0.0,,
2,468,3,4,ZTF_r,445257211115,0,1.5713,81.0081,11.2017,24.3803,8.36436e-05,0.0622894,0.0938234,0.000149832,316,30.0,0.049143,0.04881,18.1129,24.3803,1,2458199.7572106,468120211,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
3,468,2,3,ZTF_r,445257210615,0,1.6303,87.3619,11.2167,24.4713,7.69817e-05,0.0625602,0.0997464,0.000126126,331,30.0,0.045015,0.048742,18.2281,24.4713,1,2458199.7572106,468120206,1,-12.29738280358,35.918068,-0.38085,1.073727,64.861653035,76.301422,0.855797,1.031034,0.777793596727007,18.5669998168945,0.0410000011324883,2.80299997329712,0.197999998927116,2458160.768681,2458450.010741,0,-17.50174667402,5.204363870440002,0.0,5.204363870440002,22.68038086684427,7.4932398662715665
4,468,2,2,ZTF_r,445257210515,0,1.6708,79.2067,11.1102,24.3959,0.00014685,0.0739022,0.099909,0.000246136,252,30.0,0.050514,0.048308,18.0875,24.3959,1,2458199.7572106,468120205,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
5,468,2,2,ZTF_r,445273270515,0,1.846,300.026,8.48198,25.8077,1.50757e-05,0.0308892,0.100376,2.22654e-05,427,30.0,0.045421,0.046481,19.8087,25.8077,1,2458199.7732755,468120205,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
6,468,3,4,ZTF_r,445273271115,0,1.6992,278.939,8.35188,25.7235,1.00911e-05,0.0278217,0.0986833,1.56384e-05,499,30.0,0.040931,0.041701,19.7353,25.7235,1,2458199.7732755,468120211,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
7,468,2,3,ZTF_r,445273270615,0,1.7773,283.002,8.95337,25.7637,1.38605e-05,0.0310643,0.0964179,2.07863e-05,457,30.0,0.044422,0.047613,19.8524,25.7637,1,2458199.7732755,468120206,1,-13.04855134794,26.332176,-0.551227,1.004369,33.11698917254,52.702179,0.632612,1.027792,0.777793596727007,18.5669998168945,0.0410000011324883,2.80299997329712,0.197999998927116,2458160.768681,2458450.010741,0,-17.50174667402,4.453195326080001,0.0,4.453195326080001,24.1420206385596,6.420063513906034
8,417,14,1,ZTF_g,448254675215,0,2.3077,153.965,8.86328,26.2552,1.79106e-05,0.0366398,-0.0333248,2.79432e-05,482,30.0,0.042438,0.043116,20.0679,26.2552,1,2458202.7546759,417120152,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458202.754676,2458441.984757,"57,61",-99999.0,0.0,0.0,0.0,,
9,468,3,4,ZTF_g,448255121115,0,2.4188,132.139,8.6892,26.2889,1.39593e-05,0.0316616,-0.0433186,2.45922e-05,449,30.0,0.044078,0.046511,20.0223,26.2889,1,2458202.7551273,468120111,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
10,468,2,3,ZTF_g,448255120615,0,2.4353,131.316,8.59447,26.2587,2.36009e-05,0.0393642,-0.0350755,3.90063e-05,417,30.0,0.04675,0.047935,19.9924,26.2587,1,2458202.7551273,468120106,1,-64.19351041965,39.624298,-1.802123,1.022011,-0.43433671722,64.680885,-0.00676,1.070059,0.745554655955712,19.6260001182556,0.0329999998211861,1.6690000295639,0.129999995231628,2458166.891343,2458444.02037,0,5.01974509845,-69.2132555181,0.0,-69.2132555181,,
11,468,2,2,ZTF_g,448255120515,0,2.544,137.507,8.20229,26.3068,2.39525e-05,0.0372645,-0.043313,4.04685e-05,383,30.0,0.050536,0.051255,20.0669,26.3068,1,2458202.7551273,468120105,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
12,468,3,1,ZTF_g,453262480815,0,2.1046,135.887,20.8643,26.3178,2.98367e-05,0.0414105,-0.0280524,6.81086e-05,359,30.0,0.047286,0.042564,19.1509,26.3178,1,2458207.7624884,468120108,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458442.020185,"57,61",-99999.0,0.0,0.0,0.0,,
13,468,2,3,ZTF_g,453262480615,0,2.1616,135.621,20.8662,26.2943,3.12821e-05,0.0372214,-0.0398512,6.55694e-05,290,30.0,0.047772,0.046101,19.1,26.2943,1,2458207.7624884,468120106,1,7.08374425965,91.578842,0.086044,0.984584,65.87099108516,166.72821,0.397741,1.039696,0.745554655955712,19.6260001182556,0.0329999998211861,1.6690000295639,0.129999995231628,2458166.891343,2458444.02037,0,5.01974509845,2.063999161200001,0.0,2.063999161200001,25.507526208850297,48.17369416536773
14,468,2,2,ZTF_g,453262480515,0,2.1505,141.564,21.3371,26.3006,4.08149e-05,0.0391488,-0.0248876,8.70591e-05,265,30.0,0.049111,0.046511,19.0853,26.3006,1,2458207.7624884,468120105,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
15,468,3,4,ZTF_g,453262481115,0,2.1209,135.149,20.3472,26.2832,2.74929e-05,0.0373641,-0.045546,5.99701e-05,320,30.0,0.047564,0.042409,19.1336,26.2832,1,2458207.7624884,468120111,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
16,417,14,1,ZTF_g,453262935215,0,2.4487,155.802,20.9309,26.2812,3.51199e-05,0.0383011,-0.0314999,7.64072e-05,294,30.0,0.046676,0.043334,18.9869,26.2812,1,2458207.7629398,417120152,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458202.754676,2458441.984757,"57,61",-99999.0,0.0,0.0,0.0,,
17,417,14,1,ZTF_g,453286215215,0,2.4797,154.224,22.0402,26.2773,3.86911e-05,0.0391619,-0.0455329,8.67797e-05,283,30.0,0.044431,0.047769,18.9109,26.2773,1,2458207.7862153,417120152,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458202.754676,2458441.984757,"57,61",-99999.0,0.0,0.0,0.0,,
18,468,2,3,ZTF_g,453286670615,0,2.2764,134.035,21.5077,26.2333,4.70193e-05,0.0453687,-0.0467087,9.73966e-05,289,30.0,0.04492,0.05242,18.9743,26.2333,1,2458207.7866782,468120106,1,25.49966611225,94.356949,0.300618,0.976446,14.58816983682,167.49881,0.087681,1.043465,0.745554655955712,19.6260001182556,0.0329999998211861,1.6690000295639,0.129999995231628,2458166.891343,2458444.02037,0,5.01974509845,20.479921013800002,0.0,20.479921013800002,22.95497930665958,5.0023022857746655
19,468,3,4,ZTF_g,453286671115,0,2.187,133.363,21.2816,26.2994,3.44154e-05,0.0394726,-0.0398405,7.95531e-05,296,30.0,0.046007,0.044539,19.0786,26.2994,1,2458207.7866782,468120111,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
20,468,3,1,ZTF_g,453286670815,0,2.2456,132.932,22.0454,26.2984,2.80577e-05,0.0379129,-0.0169294,6.46447e-05,327,30.0,0.045643,0.04778,19.0384,26.2984,1,2458207.7866782,468120108,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458442.020185,"57,61",-99999.0,0.0,0.0,0.0,,
21,468,2,2,ZTF_g,453286670515,0,2.2897,138.318,22.3533,26.2916,4.48177e-05,0.0387769,-0.0339698,0.000100513,240,30.0,0.04932,0.045413,18.9956,26.2916,1,2458207.7866782,468120105,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
22,417,14,1,ZTF_g,456232845215,0,2.1821,104.247,16.2237,25.8201,0.000122205,0.0724009,-0.048178,0.000267799,289,30.0,0.048638,0.047159,18.8984,25.8201,1,2458210.7328472,417120152,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458202.754676,2458441.984757,"57,61",-99999.0,0.0,0.0,0.0,,
23,417,14,1,ZTF_g,456263635215,0,2.3463,118.682,14.7721,26.0078,4.12051e-05,0.0450297,-0.0423694,8.79149e-05,326,30.0,0.050857,0.046422,19.1195,26.0078,1,2458210.7636343,417120152,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458202.754676,2458441.984757,"57,61",-99999.0,0.0,0.0,0.0,,
24,468,3,4,ZTF_g,456264091115,0,2.1813,107.88,15.0133,26.0482,3.3385e-05,0.0421217,-0.0169324,7.25025e-05,337,30.0,0.046654,0.050102,19.2384,26.0482,1,2458210.7640972,468120111,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
25,468,2,2,ZTF_g,456264090515,0,2.115,114.966,14.311,26.076,4.58359e-05,0.0453435,-0.0124809,9.36314e-05,295,30.0,0.048697,0.048867,19.3351,26.076,1,2458210.7640972,468120105,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
26,468,2,3,ZTF_g,456264090615,0,2.1225,103.351,14.4596,25.9952,3.08208e-05,0.0403116,-0.0210361,6.4056e-05,331,30.0,0.047962,0.04901,19.2438,25.9952,1,2458210.7640972,468120106,1,70.83243982845,71.113754,1.107984,0.868849,60.12468180875,125.432114,0.482569,1.047448,0.745554655955712,19.6260001182556,0.0329999998211861,1.6690000295639,0.129999995231628,2458166.891343,2458444.02037,0,5.01974509845,65.81269473,0.0,65.81269473,21.44942581613899,1.173189727161674
27,468,2,3,ZTF_g,456275420615,0,2.4081,99.0543,15.5544,25.9079,3.95996e-05,0.0408259,-0.0192244,8.33889e-05,273,30.0,0.047597,0.051297,18.9634,25.9079,1,2458210.7754282,468120106,1,4.64833024913,78.048729,0.06625,0.989743,-140.94158928709,126.909271,-1.11805,1.062875,0.745554655955712,19.6260001182556,0.0329999998211861,1.6690000295639,0.129999995231628,2458166.891343,2458444.02037,0,5.01974509845,-0.3714148493199998,0.0,-0.3714148493199998,,
28,468,2,2,ZTF_g,456275420515,0,2.4513,103.352,14.7563,25.9911,5.10973e-05,0.0416117,-0.0207488,0.000114466,242,30.0,0.052364,0.054321,19.0951,25.9911,1,2458210.7754282,468120105,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.891343,2458444.02037,"57,61",-99999.0,0.0,0.0,0.0,,
