# ------------------------------------------------------------------
# Generated by forcedphotometry_trim_cforcepsfaper_threads.pl, v6.1 on 2026-04-15 at 15:51:02
#
# Requested input R.A. = 12.624976 degrees
# Requested input Dec. = 35.4368348 degrees
# Requested JD start = 2458216.1234 days
# Requested JD end = 2458450.0253 days
# Authenticated program IDs = 1
#
# Column definitions:
# sindex = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (1..4)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# diffimgstatus = Difference-image quality filtering (0=bad,1=good)
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, which is abnormal, see documentation.
# ------------------------------------------------------------------
# Order of columns below:
 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 649 13 4 ZTF_r 514448875115 0 3.1566 147.849 15.0941 26.01 1.09337e-05 0.0418603 0.0806123 1.96679e-05 1000 30. 0.059641 0.060148 18.8592 26.01 1 2458268.9488773 649120251 1 50.70024310756 78.531021 0.718164 1.045803 108.148513539 121.202003 0.898309 1.061076 0.021817442710518 18.668000125885 0.028999999165535 1.24800002574921 -0.0790000036358833 2458280.976262 2458364.840266 0
 1 649 13 4 ZTF_g 514466685115 0 2.784 98.173 17.5156 26.0749 1.89976e-05 0.0410749 -0.0487276 5.0496e-05 624 30. 0.06309 0.053013 18.8616 26.0749 1 2458268.9666898 649120151 1 -109.15680386997 95.425575 -1.272450 0.899286 -320.29927793472 151.819733 -2.123943 1.076568 0.0701646150756687 18.9569999694824 0.0209999997168779 0.690999984741211 -0.0020000000949949 2458274.951609 2458342.933090 0
 2 650 16 3 ZTF_g 516468316215 0 2.4801 60.719 12.84 25.9773 1.62223e-05 0.0427439 -0.011536 4.02566e-05 775 30. 0.063285 0.054765 19.2306 25.9773 1 2458270.9683102 650120162 1 -13.71657056112 67.931786 -0.224609 0.969301 54.15097606066 109.346970 0.498557 1.105020 0.0179778332734132 18.9480001449585 0.0160000007599592 0.345999985933304 -0.0120000001043081 2458279.969757 2458367.907616 0
 3 649 13 4 ZTF_r 517444585115 0 2.49 147.458 11.1617 25.9876 6.0602e-06 0.0322537 0.0867182 1.09406e-05 1075 30. 0.074386 0.055551 19.3695 25.9876 1 2458271.9445833 649120251 1 -24.59365897509 52.230473 -0.523786 1.061219 -27.31478236919 88.613792 -0.310321 1.061745 0.021817442710518 18.668000125885 0.028999999165535 1.24800002574921 -0.0790000036358833 2458280.976262 2458364.840266 0
 4 650 16 3 ZTF_g 519470896215 0 2.5752 65.5079 9.98425 26.0895 1.05163e-05 0.0389053 -0.0668786 2.31837e-05 932 30. 0.050218 0.044613 19.5554 26.0895 1 2458273.9708912 650120162 1 -9.23739500204 44.406494 -0.231397 1.037461 -84.36916978731 73.784248 -1.151159 1.072302 0.0179778332734132 18.9480001449585 0.0160000007599592 0.345999985933304 -0.0120000001043081 2458279.969757 2458367.907616 0
 5 649 13 4 ZTF_g 520451605115 0 2.614 93.1203 9.05522 25.9798 1.72243e-05 0.0488164 -0.0393959 3.90545e-05 910 30. 0.054811 0.045513 19.57 25.9798 1 2458274.9516088 649120151 1 27.58272163951 49.969791 0.614023 0.936737 -60.97333210021 80.954422 -0.758254 1.080023 0.0701646150756687 18.9569999694824 0.0209999997168779 0.690999984741211 -0.0020000000949949 2458274.951609 2458342.933090 0
 6 649 13 4 ZTF_r 520477625115 0 2.0212 162.971 10.3645 26.099 3.8864e-06 0.025736 0.0897171 7.03527e-06 1062 30. 0.039914 0.037809 19.7393 26.099 1 2458274.9776273 649120251 1 -1.12221032113 45.928932 -0.027180 0.911286 84.16979061749 85.890915 0.986562 1.054652 0.021817442710518 18.668000125885 0.028999999165535 1.24800002574921 -0.0790000036358833 2458280.976262 2458364.840266 0
 7 650 16 3 ZTF_r 522463886215 0 2.6645 151.024 7.71343 26.0302 3.6652e-06 0.0251745 0.0835838 6.53371e-06 1085 30. 0.047863 0.047011 19.784 26.0302 1 2458276.9638889 650120262 1 6.61234327002 39.121101 0.188018 1.000107 120.94385915013 63.881531 1.906003 1.058599 0.0519832502164239 18.689999961853 0.0179999992251396 0.563000023365021 -0.025000000372529 2458276.963889 2458447.829120 0
 8 649 13 4 ZTF_r 523427935115 0 3.1536 140.963 8.24282 25.9491 5.3745e-06 0.0303935 0.0852675 9.6069e-06 1070 30. 0.061977 0.059073 19.4726 25.9491 1 2458277.9279398 649120251 1 32.38886607214 42.572777 0.846289 1.046667 -43.13285275505 67.383453 -0.644422 1.055917 0.021817442710518 18.668000125885 0.028999999165535 1.24800002574921 -0.0790000036358833 2458280.976262 2458364.840266 0
